etso;nm_source;proprietario;operatore;impianto;company;localita_estesa;localita;provincia;latitudine;longitudine;zona;descrizione;tipo;sottotipo;mgp;mi;msd;pmin;pmax
UP_LEVANTE_3;EDISON;EDISON SPA;EDISON TRADING SPA;LEVANTE;EDISON;30100 MARGHERA VE;MARGHERA;VE;45,4549904;12,2171672;NORD;CTE RIMA EDISON;TERMICO;COMBINATO;SI;SI;SI;186;388
UP_LEVANTE_4;;EDISON SPA;EDISON TRADING SPA;LEVANTE;EDISON;30100 MARGHERA VE;MARGHERA;VE;45,4479904;12,2171672;NORD;NUOVA UP MARGHERA LEVANTE 4 EX CIP 6TG3 + TG4 + TV1;TERMICO;COMBINATO;SI;SI;SI;8;364,5
UP_MILAZZO_1;EDISON;EDISON SPA;EDISON TRADING SPA;MILAZZO;EDISON;98057 MILAZZO ME;MILAZZO;ME;38,2207102;15,2419327;SICI;CTE MILAZZO ;TERMICO;COMBINATO;SI;SI;SI;111,5;162,9
UP_PORTO_VIR_1;EDISON;EDISON SPA;EDISON TRADING SPA;PORTO VIRO;EDISON;45014 PORTO VIRO RO;PORTO VIRO;RO;45,0403366;12,2191758;NORD;C.TE PORTO VIRO ;TERMICO;COMBINATO;SI;SI;SI;89;134,4
UP_SANQUIRICO_1;EDISON;EDISON SPA;EDISON TRADING SPA;SAN  QUIRICO;EDISON;53027 SAN QUIRICO D'ORCIA SI;SAN QUIRICO D'ORCIA;SI;43,0582669;11,601182;NORD;C.TE SAN QUIRICO ;TERMICO;COMBINATO;SI;SI;SI;95;137
UP_SSTSNGVNNI_1;;EDISON SPA;EDISON TRADING SPA;SESTO SAN GIOVANNI;EDISON;20099 SESTO SAN GIOVANNI MI;SESTO SAN GIOVANNI;MI;45,5258245;9,2256875;NORD;UP SESTO SAN GIOVANNI 1;TERMICO;COMBINATO;SI;SI;SI;39,8;55,6
UP_SSTSNGVNN2_1;;EDISON SPA;EDISON TRADING SPA;SESTO SAN GIOVANNI;EDISON;20099 SESTO SAN GIOVANNI MI;SESTO SAN GIOVANNI;MI;45,5308245;9,2186875;NORD;CTE SESTO SAN GIOVANNI 2 EDISON;TERMICO;COMBINATO;SI;SI;SI;45;55
UP_SMRICRICHI_1;EDISON;EDISON SPA;EDISON TRADING SPA;SIMERI CRICHI;EDISON;88050 SIMERI CRICHI CZ;SIMERI CRICHI;CZ;38,9548318;16,6403197;ROSN;CTE SIMERI CRICHI COMBINATO (TG1 + TG2 + TV);TERMICO;COMBINATO;SI;SI;SI;290;885
UP_VALCAMONICA_1;;EDISON SPA;EDISON TRADING SPA;SONICO;EDISON;25048 SONICO BS;SONICO;BS;46,1685006;10,3463728;NORD;ASTA VALCAMONICA;IDRICO;ASTA;SI;SI;SI;3;130
UP_SONDEL_TE_1;;EDISON SPA;EDISON TRADING SPA;TEGLIA;EDISON;54027 PONTREMOLI MS;PONTREMOLI;MS;44,3712904;9,8815979;CNOR;IDRO TEGLIA EDISON;IDRICO;BACINO;SI;SI;SI;3;32
UP_TERNI_1;;EDISON SPA;EDISON TRADING SPA;TERNI;EDISON;05100 TERNI TR;TERNI;TR;42,5761571;12,6666519;CNOR;CTE TERNI EDISON;TERMICO;COMBINATO;SI;SI;SI;55;95
UP_TORVISCOSA_1;EDISON;EDISON SPA;EDISON TRADING SPA;TORVISCOSA;EDISON;33050 TORVISCOSA UD;TORVISCOSA;UD;45,8218136;13,2746331;NORD;CTE TORVISCOSA COMBINATO (TG1 + TG2 + TV);TERMICO;COMBINATO;SI;SI;SI;290;809
UP_CNTRLLTTRG_1;;ELETTROGORIZIA SPA;TEI SPA;CENTRALE ELETTROGORIZIA;TEI;34170 GORIZIA GO;GORIZIA;GO;45,9451812;13,6131754;NORD;IMPIANTO DI PRODUZIONE A CICLO COMBINATO (PRIMO PARALLELO CICLO VAPORE 13/06/2005);TERMICO;COMBINATO;SI;SI;SI;18,6;57,3
UP_RATINO_1;;EN PLUS SRL;ALPIQ ENERGIA ITALIA SPA;RATINO;ALPIQ;71016 SAN SEVERO FG;SAN SEVERO;FG;41,7004203;15,3575161;FOGN;IMPIANTO TERMOELETTRICO A CICLO COMBINATO SINGLE SHAFT;TERMICO;COMBINATO;SI;SI;SI;116;420,538
UP_AGRI_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;AGRI;ENEL;85010 GALLICCHIO PZ;GALLICCHIO;PZ;40,2912833;16,1372544;SUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO AGRI;IDRICO;SERBATOIO;SI;SI;SI;3;39
UP_ANAPO_C.L_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;ANAPO C.LE;ENEL;96010 SOLARINO SR;SOLARINO;SR;37,10085;15,119678;PRGP;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO ANAPO C.LE;POMPAGGIO;PURO;SI;SI;SI;-587;500
UP_ARSIE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;ARSIE';ENEL;32030 ARSIÈ BL;ARSIÈ;BL;45,9830102;11,756288;NORD;IMPIANTO A BACINO DI ARSIE`GR.1 E GR.2 CON TURBINA FRANCIS;IDRICO;BACINO;SI;SI;SI;3;34
UP_ASSEMINI_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;ASSEMINI;ENEL;09032 ASSEMINI CA;ASSEMINI;CA;39,2915003;8,9977583;SARD;Unità di Produzione n 1 dell`Impianto ASSEMINI;TERMICO;TURBOGAS;SI;SI;SI;15;88
UP_ASSEMINI_2;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;ASSEMINI;ENEL;09032 ASSEMINI CA;ASSEMINI;CA;39,2865003;9,0057583;SARD;Unità di Produzione n 2 dell`Impianto ASSEMINI;TERMICO;TURBOGAS;SI;SI;SI;15;88
UP_AUGUSTA_C_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;AUGUSTA C.LE;ENEL;96011 AUGUSTA SR;AUGUSTA;SR;37,2500684;15,2216971;SICI;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO AUGUSTA C.LE;TERMICO;TRADIZIONALE;SI;SI;SI;25;64
UP_AUGUSTA_C_3;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;AUGUSTA C.LE;ENEL;96011 AUGUSTA SR;AUGUSTA;SR;37,2450684;15,2286971;SICI;UNITÀ DI PRODUZIONE N 3 DELL`IMPIANTO AUGUSTA C.LE;TERMICO;TRADIZIONALE;SI;SI;SI;34;80
UP_BADUOZZAN_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BADUOZZANA;ENEL;08030 TETI NU;TETI;NU;40,0964208;9,1202248;SARD;UNITA DI PRODUZIONE DELLA CENTRALE DI BADUOZZANA;IDRICO;SERBATOIO;SI;SI;SI;2;26,4
UP_BARGI_CEN_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BARGI CENTRALE;ENEL;40032 CAMUGNANO BO;CAMUGNANO;BO;44,1691996;11,089188;CNOR;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO BARGI CENTRALE;POMPAGGIO;PURO;SI;SI;SI;-293;281
UP_BASTARDO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BASTARDO;ENEL;06030 BASTARDO PG;BASTARDO;PG;42,8714814;12,5602688;CNOR;Unità di Produzione n 1 dell`Impianto BASTARDO;TERMICO;TRADIZIONALE;SI;SI;SI;27,3;65
UP_BASTARDO_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BASTARDO;ENEL;06030 BASTARDO PG;BASTARDO;PG;42,8664814;12,5672688;CNOR;Unità di Produzione n 2 dell`Impianto BASTARDO;TERMICO;TRADIZIONALE;SI;SI;SI;27,3;65
UP_BRNDSSUDCE_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BRINDISI SUD CE;ENEL;72100 BRINDISI BR;BRINDISI;BR;40,5592574;18,0410791;BRNN;UNITÀ DI PRODUZIONE 1 IMPIANTO DI BRINDISI SUD;TERMICO;TRADIZIONALE;SI;SI;SI;205;605
UP_BRNDSSUDCE_2;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BRINDISI SUD CE;ENEL;72100 BRINDISI BR;BRINDISI;BR;40,5542574;18,0480791;BRNN;UNITA` DI PRODUZIONE 2 IMPIANTO DI BRINDISI SUD;TERMICO;TRADIZIONALE;SI;SI;SI;205;605
UP_BRNDSSUDCE_3;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BRINDISI SUD CE;ENEL;72100 BRINDISI BR;BRINDISI;BR;40,5492574;18,0550791;BRNN;UNITA` DI PRODUZIONE 3 IMPIANTO DI BRINDISI SUD;TERMICO;TRADIZIONALE;SI;SI;SI;205;605
UP_BRNDSSUDCE_4;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;BRINDISI SUD CE;ENEL;72100 BRINDISI BR;BRINDISI;BR;40,5452574;18,0620791;BRNN;UNITA` DI PRODUZIONE 4 IMPIANTO DI BRINDISI SUD;TERMICO;TRADIZIONALE;SI;SI;SI;205;605
UP_CAMPO_MOR_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CAMPO MORO;ENEL;23020 LANZADA SO;LANZADA;SO;46,2645803;9,8790987;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO CAMPO MORO;POMPAGGIO;SERBATOIO;SI;SI;SI;-34;36,5
UP_VALMALENCO_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CAMPO MORO;ENEL;23020 LANZADA SO;LANZADA;SO;46,2595803;9,8860987;NORD;UNITÀ DI POMPAGGIO DELL'IMPIANTO CAMPO MORO;POMPAGGIO;ASTA;SI;SI;SI;-34;350
UP_CPODIPONTE_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CAPODIPONTE;ENEL;63100 ASCOLI PICENO AP;ASCOLI PICENO;AP;42,8486043;13,5819442;CSUD;UP N 1 DELLA DERIVAZIONE CASTELLANO;IDRICO;SERBATOIO;SI;SI;SI;2;24,4
UP_CAPRIATI_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CAPRIATI;ENEL;81014 CAPRIATI A VOLTURNO CE;CAPRIATI A VOLTURNO;CE;41,4683793;14,1478287;CSUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO CAPRIATI. POMPAGGIO MISTO DA SERBATOIO;POMPAGGIO;SERBATOIO;SI;SI;SI;-110;113
UP_CARONA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CARONA;ENEL;24010 CARONA BG;CARONA;BG;46,0220394;9,7859709;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO CARONA;IDRICO;SERBATOIO;SI;SI;SI;15;48
UP_CASTELDEL_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CASTELDELF;ENEL;12020 CASTELDELFINO CN;CASTELDELFINO;CN;44,5900357;7,06889;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO CASTELDELF;IDRICO;SERBATOIO;SI;SI;SI;4;28
UP_CASTROCUC_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CASTROCUCCO;ENEL;85046 CASTROCUCCO PZ;CASTROCUCCO;PZ;39,9369803;15,7633592;SUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO CASTROCUCCO;IDRICO;SERBATOIO;SI;SI;SI;5;83
UP_CAVILLA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CAVILLA;ENEL;36020 CISMON DEL GRAPPA VI;CISMON DEL GRAPPA;VI;45,9216418;11,7295389;NORD;G1;IDRICO;SERBATOIO;SI;SI;SI;4;24
UP_CENCENIGH_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CENCENIGHE;ENEL;32020 CENCENIGHE AGORDINO BL;CENCENIGHE AGORDINO;BL;46,352295;11,967214;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO CENCENIGHE;IDRICO;BACINO;SI;SI;SI;1;27
UP_COGHINAS_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;COGHINAS;ENEL;07100 SASSARI SS;SASSARI;SS;40,7798764;9,0515165;SARD;G1;IDRICO;SERBATOIO;SI;SI;SI;10;22,7
UP_CUCCHINAD_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;CUCCHINADORZA;ENEL;08020 OVODDA NU;OVODDA;NU;40,0948744;9,1618871;SARD;UNITA DI PRODUZIONE N 1 DELL`IMPIANTO CUCCHINADORZA;IDRICO;SERBATOIO;SI;SI;SI;4;41,6
UP_EDOLO_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;EDOLO;ENEL;25048 EDOLO BS;EDOLO;BS;46,1804266;10,3228933;NORD;Unità di Produzione n 1 dell`Impianto EDOLO;POMPAGGIO;SERBATOIO;SI;SI;SI;-965;950
UP_ETQCHIOTAS_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;ENTRACQUE_CHRO;ENEL;12010 ENTRACQUE CN;ENTRACQUE;CN;44,2389659;7,4034073;NORD;UNITA` DI PRODUZIONE CHIOTAS DELL`IMPIANTO DI ENTRACQUE;POMPAGGIO;PURO;SI;SI;SI;-1257;1064
UP_ETQ_ROVINA_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;ENTRACQUE_CHRO;ENEL;12010 ENTRACQUE CN;ENTRACQUE;CN;44,2439659;7,3964073;NORD;UNITA` DI PRODUZIONE ROVINA DELL`IMPIANTO ENTRACQUE;POMPAGGIO;PURO;SI;SI;SI;-125;125
UP_FADALTO_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;FADALTO;ENEL;32016 FARRA D'ALPAGO BL;FARRA D'ALPAGO;BL;46,0714347;12,3411223;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO FADALTO;POMPAGGIO;SERBATOIO;SI;SI;SI;-152;210
UP_FLUMENDOS_4;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;FLUMENDOSA 1;ENEL;08049 VILLAGRANDE STRISAILI OG;VILLAGRANDE STRISAILI;OG;39,9660677;9,4955895;SARD;G1 G2;IDRICO;SERBATOIO;SI;SI;SI;1;7,8
UP_FONTANA_B_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;FONTANA BIANCA;ENEL;39016 ULTIMO BZ;ULTIMO;BZ;46,5478079;11,0070771;NORD;FONTANA BIANCA GR. 1 SERB.;IDRICO;SERBATOIO;SI;SI;SI;1;10
UP_FUSINA_T_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;FUSINA T.;ENEL;30176 FUSINA VE;FUSINA;VE;45,4193759;12,256168;NORD;Unità di Produzione n 1 dell`Impianto FUSINA T.;TERMICO;TRADIZIONALE;SI;SI;SI;80;145
UP_FUSINA_T_2;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;FUSINA T.;ENEL;30176 FUSINA VE;FUSINA;VE;45,4123759;12,256168;NORD;Unità di Produzione n 2 dell`Impianto FUSINA T.;TERMICO;TRADIZIONALE;SI;SI;SI;80;155
UP_FUSINA_T_3;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;FUSINA T.;ENEL;30176 FUSINA VE;FUSINA;VE;45,4053759;12,256168;NORD;UNITÀ DI PRODUZIONE N 3 DELL`IMPIANTO FUSINA T.;TERMICO;TRADIZIONALE;SI;SI;SI;120;280
UP_FUSINA_T_4;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;FUSINA T.;ENEL;30176 FUSINA VE;FUSINA;VE;45,3993759;12,256168;NORD;UNITÀ DI PRODUZIONE N 4 DELL`IMPIANTO FUSINA T.;TERMICO;TRADIZIONALE;SI;SI;SI;120;280
UP_GARGNANO_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;GARGNANO;ENEL;25084 GARGNANO BS;GARGNANO;BS;45,6885992;10,6617327;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO GARGNANO;POMPAGGIO;SERBATOIO;SI;SI;SI;-137;137,2
UP_GENOVA_T_6;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;GENOVA T.;ENEL; GENOVA GE;GENOVA;GE;44,4156499;8,932256;NORD;UNITA` DI PRODUZIONE 6 IMPIANTO DI GENOVA;TERMICO;TRADIZIONALE;SI;SI;SI;90;144
UP_GEROLA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;GEROLA;ENEL;23010 GEROLA ALTA SO;GEROLA ALTA;SO;46,0491976;9,5535886;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO GEROLA;IDRICO;SERBATOIO;SI;SI;SI;2;13,8
UP_GOGLIO_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;GOGLIO;ENEL;28861 GOGLIO VB;GOGLIO;VB;46,2947451;8,2636604;NORD;UP_GOGLIO_AG A SERBATOIO DERIVAZIONE DI  GOGLIO AGARO 17,7 MW;IDRICO;SERBATOIO;SI;SI;SI;2;17,7
UP_GUADALAMI_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;GUADALAMI C.LE;ENEL;90037 PIANA DEGLI ALBANESI PA;PIANA DEGLI ALBANESI;PA;37,9937488;13,2882915;SICI;IMPIANTO A SERB. DI POMPAGGIO PUROGR.1E2,TURBINA FRANCIS E POMPA PLURISTADIOGR.3 TURB.FRANCIS;POMPAGGIO;SERBATOIO;SI;SI;SI;-58;80
UP_LA_CASELL_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LA CASELLA C.LE;ENEL;29015 CASTEL SAN GIOVANNI PC;CASTEL SAN GIOVANNI;PC;45,0639214;9,4999783;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO LA CASELLA C.LE;TERMICO;COMBINATO;SI;SI;SI;190;391
UP_LA_CASELL_2;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LA CASELLA C.LE;ENEL;29015 CASTEL SAN GIOVANNI PC;CASTEL SAN GIOVANNI;PC;45,0589214;9,5069783;NORD;UNITÀ DI PRODUZIONE N 2 DELL`IMPIANTO LA CASELLA C.LE;TERMICO;COMBINATO;SI;SI;SI;190;375,65
UP_LA_CASELL_3;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LA CASELLA C.LE;ENEL;29015 CASTEL SAN GIOVANNI PC;CASTEL SAN GIOVANNI;PC;45,0539214;9,5139783;NORD;UNITÀ DI PRODUZIONE N 3 DELL`IMPIANTO LA CASELLA C.LE;TERMICO;COMBINATO;SI;SI;SI;190;379,8
UP_LA_CASELL_4;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LA CASELLA C.LE;ENEL;29015 CASTEL SAN GIOVANNI PC;CASTEL SAN GIOVANNI;PC;45,0489214;9,5209783;NORD;UNITÀ DI PRODUZIONE N 4 DELL`IMPIANTO LA CASELLA;TERMICO;COMBINATO;SI;SI;SI;190;319,4
UP_LANZADA_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LANZADA;ENEL;23020 LANZADA SO;LANZADA;SO;46,2695803;9,8720987;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO LANZADA;IDRICO;SERBATOIO;SI;SI;SI;7;188
UP_LARINO_TG_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LARINO TG;ENEL;86035 LARINO CB;LARINO;CB;41,8051553;14,9191123;SUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO LARINO TG;TERMICO;TURBOGAS;SI;SI;SI;9,5;124
UP_LARINO_TG_2;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LARINO TG;ENEL;86035 LARINO CB;LARINO;CB;41,8001553;14,9261123;SUD;UNITA` DI PRODUZIONE 2 IMPIANTO DI LARINO;TERMICO;TURBOGAS;SI;SI;SI;9,5;124
UP_LIVORNO_M_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LIVORNO MARZOCCO;ENEL; LIVORNO LI;LIVORNO;LI;43,553473;10,3035674;CNOR;Unità di Produzione n 1 dell`Impianto LIVORNO MARZOCCO;TERMICO;TRADIZIONALE;SI;SI;SI;46;143
UP_LIVORNO_M_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LIVORNO MARZOCCO;ENEL; LIVORNO LI;LIVORNO;LI;43,558473;10,2965674;CNOR;Unità di Produzione n 2 dell`Impianto LIVORNO MARZOCCO;TERMICO;TRADIZIONALE;SI;SI;SI;46;109
UP_MADDALONI_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MADDALONI T.GAS;ENEL;81024 MADDALONI CE;MADDALONI;CE;41,0367027;14,3812391;CSUD;Unità di Produzione n 1 dell`Impianto MADDALONI T.GAS;TERMICO;TURBOGAS;SI;SI;SI;9,5;87,5
UP_MADDALONI_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MADDALONI T.GAS;ENEL;81024 MADDALONI CE;MADDALONI;CE;41,0317027;14,3882391;CSUD;Unità di Produzione n 2 dell`Impianto MADDALONI T.GAS;TERMICO;TURBOGAS;SI;SI;SI;9,5;87,5
UP_MADDALONI_3;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MADDALONI T.GAS;ENEL;81024 MADDALONI CE;MADDALONI;CE;41,0267027;14,3952391;CSUD;Unità di Produzione n 3 dell`Impianto MADDALONI T.GAS;TERMICO;TURBOGAS;SI;SI;SI;9,5;87,5
UP_MADDALONI_4;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MADDALONI T.GAS;ENEL;81024 MADDALONI CE;MADDALONI;CE;41,0217027;14,4022391;CSUD;Unità di Produzione n 4 dell`Impianto MADDALONI T.GAS;TERMICO;TURBOGAS;SI;SI;SI;9,5;87,5
UP_M._CIAPEL_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MALGA CIAPELA;ENEL;32020 MALGA CIAPELA BL;MALGA CIAPELA;BL;46,4270374;11,9115913;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO M. CIAPELA;IDRICO;SERBATOIO;SI;SI;SI;1;19,5
UP_MATESE_1S_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MATESE 1S;ENEL;81016 PIEDIMONTE MATESE CE;PIEDIMONTE MATESE;CE;41,3601823;14,3637386;CSUD;L`UNITÀ DI PRODUZIONE HA 3 ALTERNATORI CON TURBINE PELTON;IDRICO;SERBATOIO;SI;SI;SI;1;24
UP_MONTALTO_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MONTALTO C.LE;ENEL;01014 MONTALTO DI CASTRO VT;MONTALTO DI CASTRO;VT;42,3648588;11,5808204;CSUD;Unità di Produzione n 1 dell`Impianto MONTALTO C.LE;TERMICO;RIPOTENZIATO;SI;SI;SI;280;870
UP_MONTALTO_2;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MONTALTO C.LE;ENEL;01014 MONTALTO DI CASTRO VT;MONTALTO DI CASTRO;VT;42,3698588;11,5738204;CSUD;Unità di Produzione n 2 dell`Impianto MONTALTO C.LE;TERMICO;RIPOTENZIATO;SI;SI;SI;280;874
UP_MONTALTO_3;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MONTALTO C.LE;ENEL;01014 MONTALTO DI CASTRO VT;MONTALTO DI CASTRO;VT;42,3748588;11,5668204;CSUD;Unità di Produzione n 3 dell`Impianto MONTALTO C.LE;TERMICO;RIPOTENZIATO;SI;SI;SI;180;846
UP_MONTALTO_4;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MONTALTO C.LE;ENEL;01014 MONTALTO DI CASTRO VT;MONTALTO DI CASTRO;VT;42,3798588;11,5598204;CSUD;Unità di Produzione n 4 dell`Impianto MONTALTO C.LE;TERMICO;RIPOTENZIATO;SI;SI;SI;180;856
UP_MONTORIO_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MONTORIO;ENEL;64046 MONTORIO AL VOMANO TE;MONTORIO AL VOMANO;TE;42,5821386;13,6272978;CSUD;Unità di Produzione n 1 dell`Impianto MONTORIO;IDRICO;BACINO;SI;SI;SI;4;110
UP_MORASCO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MORASCO;ENEL;28863 FORMAZZA VB;FORMAZZA;VB;46,4181765;8,4245806;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO MORASCO;IDRICO;SERBATOIO;SI;SI;SI;3;41,9
UP_MUCONE_1S_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MUCONE 1S;ENEL;87041 ACRI CS;ACRI;CS;39,3821133;16,5201084;SUD;Unità di Produzione n 1 dell`Impianto MUCONE 1S;IDRICO;SERBATOIO;SI;SI;SI;6;101,44
UP_PANTANO_D_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PANTANO D'AVIO;ENEL;25048 EDOLO BS;EDOLO;BS;46,1854266;10,3158933;NORD;UNITA` DI PRODUZIONE CON DUE GENERATORI;IDRICO;SERBATOIO;SI;SI;SI;2;13,5
UP_PELOS_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PELOS;ENEL;32040 PELOS DI CADORE BL;PELOS DI CADORE;BL;46,489672;12,460904;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO PELOS;IDRICO;BACINO;SI;SI;SI;10;32
UP_PIETRAFIT_5;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIETRAFITTA;ENEL;87050 PIETRAFITTA CS;PIETRAFITTA;CS;39,2717695;16,3266015;CNOR;UNITA` DI PRODUZIONE 5 A CICLO COMBINATO IMPIANTO DI PIETRAFITTA;TERMICO;COMBINATO;SI;SI;SI;184;364,8
UP_PIOMBINO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIOMBINO TERMICA;ENEL;57025 PIOMBINO LI;PIOMBINO;LI;42,9406335;10,5048891;CNOR;Unità di Produzione n 1 dell`Impianto PIOMBINO TERMICA;TERMICO;TRADIZIONALE;SI;SI;SI;126;301
UP_PIOMBINO_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIOMBINO TERMICA;ENEL;57025 PIOMBINO LI;PIOMBINO;LI;42,9456335;10,4978891;CNOR;Unità di Produzione n 2 dell`Impianto PIOMBINO TERMICA;TERMICO;TRADIZIONALE;SI;SI;SI;126;301
UP_PIOMBINO_3;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIOMBINO TERMICA;ENEL;57025 PIOMBINO LI;PIOMBINO;LI;42,9506335;10,4908891;CNOR;UNITÀ DI PRODUZIONE N 3 DELL`IMPIANTO PIOMBINO TERMICA;TERMICO;TRADIZIONALE;SI;SI;SI;124;299
UP_PIOMBINO_4;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIOMBINO TERMICA;ENEL;57025 PIOMBINO LI;PIOMBINO;LI;42,9556335;10,4838891;CNOR;UNITÀ DI PRODUZIONE N 4 DELL`IMPIANTO PIOMBINO TERMICA;TERMICO;TRADIZIONALE;SI;SI;SI;126;301
